Protein IDs,Majority protein IDs,Protein names,Gene names,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Q-value,Score,WT_Rep1,WT_Rep2,WT_Rep3,WT_Rep4,WT_Rep5,Mut_Rep1,Mut_Rep2,Mut_Rep3,Mut_Rep4,Mut_Rep5
A2AQ19,A2AQ19,RNA polymerase-associated protein RTF1 homolog,Rtf1,>sp|A2AQ19|RTF1_MOUSE RNA polymerase-associated protein RTF1 homolog OS=Mus musculus GN=Rtf1 PE=1 SV=1,1,1,1,1,1.3,1.3,1.3,0.051595,1.0416,507928.1262,502346.726,511699.0013,499692.8439,537132.3697,599437.7187,670493.17,669540,652477.0694,680377.7744
E9Q519;REV__Q80ZX2,E9Q519;REV__Q80ZX2,Olfactory receptor,Olfr521,>tr|E9Q519|E9Q519_MOUSE Olfactory receptor OS=Mus musculus GN=Olfr521 PE=3 SV=1;>tr|Q80ZX2|Q80ZX2_MOUSE Protein Zfp790 OS=Mus musculus GN=Zfp790 PE=2 SV=1,2,1,1,1,2.2,2.2,2.2,0.021368,1.4819,1248096.321,1219630.062,1200613.145,1200240.19,1180159.372,633974.3487,663391.1194,606850,643288.1556,688496.0189
D3Z637;D3Z125;E9PUA7;D3Z7X7;F8WHQ1;Q62393-2;Q62393;Q62393-3;D3Z2U2,D3Z637;D3Z125;E9PUA7;D3Z7X7;F8WHQ1;Q62393-2;Q62393;Q62393-3,Tumor protein D52,Tpd52,">tr|D3Z637|D3Z637_MOUSE MCG10134, isoform CRA_c OS=Mus musculus GN=Tpd52 PE=1 SV=1;>tr|D3Z125|D3Z125_MOUSE Tumor protein D52 (Fragment) OS=Mus musculus GN=Tpd52 PE=1 SV=1;>tr|E9PUA7|E9PUA7_MOUSE Tumor protein D52 OS=Mus musculus GN=Tpd52 PE=1 SV=1;>tr|D3Z7",9,3,3,3,17.3,17.3,17.3,0,3.9816,601481.7108,576863.9533,570766.5999,580752.203,557693.2734,642311.1128,617163.2267,665400,642603.5333,696781.5485
Q3TRJ1;Q9EQH3,Q3TRJ1;Q9EQH3,Vacuolar protein sorting-associated protein 35,Vps35,">tr|Q3TRJ1|Q3TRJ1_MOUSE Vacuolar protein sorting 35, isoform CRA_a OS=Mus musculus GN=Vps35 PE=1 SV=1;>sp|Q9EQH3|VPS35_MOUSE Vacuolar protein sorting-associated protein 35 OS=Mus musculus GN=Vps35 PE=1 SV=1",2,2,2,2,2.5,2.5,2.5,0.0013459,2.4158,614456.1573,595659.902,593361.438,576706.6581,612169.9134,635485.6919,733547.4594,684290,694506.4556,698513.4407
Q9CQV8-2;Q9CQV8;A2A5N1,Q9CQV8-2;Q9CQV8;A2A5N1,"14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed",Ywhab,>sp|Q9CQV8-2|1433B_MOUSE Isoform Short of 14-3-3 protein beta/alpha OS=Mus musculus GN=Ywhab;>sp|Q9CQV8|1433B_MOUSE 14-3-3 protein beta/alpha OS=Mus musculus GN=Ywhab PE=1 SV=3;>tr|A2A5N1|A2A5N1_MOUSE 14-3-3 protein beta/alpha (Fragment) OS=Mus musculus GN,3,10,3,3,37.7,15.2,15.2,0,15.043,825038.4924,840252.482,825946.2809,841770.2674,843519.4149,777551.9534,712777.6864,731000,719398.8917,701849.3011
O08795;O08795-2,O08795;O08795-2,Glucosidase 2 subunit beta,Prkcsh,>sp|O08795|GLU2B_MOUSE Glucosidase 2 subunit beta OS=Mus musculus GN=Prkcsh PE=1 SV=1;>sp|O08795-2|GLU2B_MOUSE Isoform 2 of Glucosidase 2 subunit beta OS=Mus musculus GN=Prkcsh,2,3,3,3,4.8,4.8,4.8,0,6.2366,1417597.116,1498267.897,1447427.797,1524502.369,1330951.92,772627.8997,761081.5631,702880,739327.8167,705017.8766
Q3TT92;E9PWE8;Q62188;D3YUS0;Q6P1J1;O08553;P97427,Q3TT92;E9PWE8;Q62188;D3YUS0,Dihydropyrimidinase-related protein 3,Dpysl3,>tr|Q3TT92|Q3TT92_MOUSE Dihydropyrimidinase-related protein 3 OS=Mus musculus GN=Dpysl3 PE=1 SV=1;>tr|E9PWE8|E9PWE8_MOUSE Dihydropyrimidinase-related protein 3 OS=Mus musculus GN=Dpysl3 PE=1 SV=1;>sp|Q62188|DPYL3_MOUSE Dihydropyrimidinase-related protein 3,7,4,4,4,6.2,6.2,6.2,0,7.727,932380.5817,900620.8687,926820.5034,904061.7621,900223.9582,670422.0965,722710.6242,745080,682407.8972,709603.4547
Q4FJX9;P09671,Q4FJX9;P09671,"Superoxide dismutase;Superoxide dismutase [Mn], mitochondrial",Sod2,">tr|Q4FJX9|Q4FJX9_MOUSE Superoxide dismutase OS=Mus musculus GN=Sod2 PE=1 SV=1;>sp|P09671|SODM_MOUSE Superoxide dismutase [Mn], mitochondrial OS=Mus musculus GN=Sod2 PE=1 SV=3",2,2,2,2,9.9,9.9,9.9,0,5.3024,903478.3613,924453.8047,898793.0266,901463.7057,859379.0652,696329.4442,689216.7578,696600,731936.0361,710164.3516
Q8BM72;D3Z0Y0,Q8BM72,Heat shock 70 kDa protein 13,Hspa13,>sp|Q8BM72|HSP13_MOUSE Heat shock 70 kDa protein 13 OS=Mus musculus GN=Hspa13 PE=1 SV=1,2,3,3,3,6.8,6.8,6.8,0,8.611,673648.9144,694550.8654,664510.4841,682175.3755,713810.1324,756675.9159,699626.4767,736230,760465.5278,716412.9398
Q8BTW8,Q8BTW8,CDK5 regulatory subunit-associated protein 1,Cdk5rap1,>sp|Q8BTW8|CK5P1_MOUSE CDK5 regulatory subunit-associated protein 1 OS=Mus musculus GN=Cdk5rap1 PE=2 SV=2,1,1,1,1,1.2,1.2,1.2,0.039761,1.2393,232606.0795,233355.2564,231652.6515,238458.2748,239556.2412,600929.5607,632807.6038,703270,695447.8111,718823.8124
E9QN08;A0A0R4J1L2;Q91VK2;Q80T06;F6ZFU0;A0A0R4J1E2;P57776-2;P57776;P57776-3;D3YUQ9;D3YZT9;D3Z7N2;D3YY68,E9QN08;A0A0R4J1L2;Q91VK2;Q80T06;F6ZFU0;A0A0R4J1E2;P57776-2;P57776;P57776-3;D3YUQ9;D3YZT9;D3Z7N2;D3YY68,Elongation factor 1-delta,Eef1d,>tr|E9QN08|E9QN08_MOUSE Elongation factor 1-delta (Fragment) OS=Mus musculus GN=Eef1d PE=1 SV=1;>tr|A0A0R4J1L2|A0A0R4J1L2_MOUSE Elongation factor 1-delta OS=Mus musculus GN=Eef1d PE=1 SV=1;>tr|Q91VK2|Q91VK2_MOUSE Eef1d protein OS=Mus musculus GN=Eef1d PE=1,13,4,4,4,16.7,16.7,16.7,0,44.842,834125.6534,836165.0392,811809.0734,789066.838,808275.7477,677062.256,714357.0235,689240,710680.6556,719374.869
P80317,P80317,T-complex protein 1 subunit zeta,Cct6a,>sp|P80317|TCPZ_MOUSE T-complex protein 1 subunit zeta OS=Mus musculus GN=Cct6a PE=1 SV=3,1,3,3,3,4.9,4.9,4.9,0,6.7633,1545763.949,1470473.285,1529226.05,1534461.585,1569413.09,785635.2019,761945.7287,663350,718917.5167,723734.1204
A0A0G2JGJ1;Q8BVI4;D3YWR7;D3Z099;D3Z1A1;A0A0G2JGY0,A0A0G2JGJ1;Q8BVI4;D3YWR7;D3Z099;D3Z1A1,Dihydropteridine reductase,Qdpr,>tr|A0A0G2JGJ1|A0A0G2JGJ1_MOUSE Dihydropteridine reductase OS=Mus musculus GN=Qdpr PE=1 SV=1;>sp|Q8BVI4|DHPR_MOUSE Dihydropteridine reductase OS=Mus musculus GN=Qdpr PE=1 SV=2;>tr|D3YWR7|D3YWR7_MOUSE Dihydropteridine reductase OS=Mus musculus GN=Qdpr PE=1 ,6,5,5,5,23.5,23.5,23.5,0,10.108,1501022.302,1422870.297,1440636.999,1412229.219,1349203.105,865122.1041,766584.4106,756090,686226.8056,726794.4525
A0A140T8N0;P01639,A0A140T8N0;P01639,Ig kappa chain V-V region MOPC 41,Gm5571,>tr|A0A140T8N0|A0A140T8N0_MOUSE Protein Igkv9-120 (Fragment) OS=Mus musculus GN=Igkv9-120 PE=1 SV=1;>sp|P01639|KV5A7_MOUSE Ig kappa chain V-V region MOPC 41 OS=Mus musculus GN=Gm5571 PE=1 SV=1,2,2,1,1,22.9,17.8,17.8,0,12.896,330778.9709,329296.9726,323538.3264,340128.8812,355633.7768,657161.2786,684121.1607,716160,746345.1944,730563.2861
P15535-2;P15535;B1AXY5,P15535-2;P15535,"Beta-1,4-galactosyltransferase 1;Lactose synthase A protein;N-acetyllactosamine synthase;Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase;Beta-N-acetylglucosaminyl-glycolipid beta-1,4-galactosyltransferase;Processed beta-1,4-galactosyltransferase 1",B4galt1,">sp|P15535-2|B4GT1_MOUSE Isoform Short of Beta-1,4-galactosyltransferase 1 OS=Mus musculus GN=B4galt1;>sp|P15535|B4GT1_MOUSE Beta-1,4-galactosyltransferase 1 OS=Mus musculus GN=B4galt1 PE=1 SV=1",3,3,3,3,6.5,6.5,6.5,0,4.1442,837659.5494,916341.8027,871135.957,912660.0916,805821.278,833442.4003,717783.887,692830,727539.4778,733476.0138
Q3TF14;P50247,Q3TF14;P50247,Adenosylhomocysteinase,Ahcy,>tr|Q3TF14|Q3TF14_MOUSE Adenosylhomocysteinase OS=Mus musculus GN=Ahcy PE=1 SV=1;>sp|P50247|SAHH_MOUSE Adenosylhomocysteinase OS=Mus musculus GN=Ahcy PE=1 SV=3,2,4,4,3,7.6,7.6,5.8,0,7.7147,973335.9115,986079.8661,1003433.055,997035.0655,980592.1066,746018.5087,778732.3936,803200,787369.0417,733544.8959
J3QMT0;J3QM80;Q9Z2X1-2;Q9Z2X1,J3QMT0;J3QM80;Q9Z2X1-2;Q9Z2X1,"Heterogeneous nuclear ribonucleoprotein F;Heterogeneous nuclear ribonucleoprotein F, N-terminally processed",Hnrnpf,>tr|J3QMT0|J3QMT0_MOUSE Heterogeneous nuclear ribonucleoprotein F (Fragment) OS=Mus musculus GN=Hnrnpf PE=1 SV=7;>tr|J3QM80|J3QM80_MOUSE Heterogeneous nuclear ribonucleoprotein F (Fragment) OS=Mus musculus GN=Hnrnpf PE=1 SV=7;>sp|Q9Z2X1-2|HNRPF_MOUSE Isofo,4,2,2,2,9.6,9.6,9.6,0.002551,2.2518,1375001.049,1416330.389,1309512.857,1292780.483,1217228.158,798935.0222,756383.2835,796820,745082.9222,736969.319
G3UZ85;G3UX96;G3UYN2;G3UXH9;G3UXI3;G3UZJ3;G3UXK0;G3UY34;Q8K0N0;Q8C8Z9;G3UZ87;G3UYM7;O70585-2;O70585,G3UZ85;G3UX96;G3UYN2;G3UXH9;G3UXI3;G3UZJ3;G3UXK0;G3UY34;Q8K0N0;Q8C8Z9;G3UZ87;G3UYM7;O70585-2;O70585,Dystrobrevin;Dystrobrevin beta,Dtnb,>tr|G3UZ85|G3UZ85_MOUSE Dystrobrevin beta OS=Mus musculus GN=Dtnb PE=4 SV=1;>tr|G3UX96|G3UX96_MOUSE Dystrobrevin beta OS=Mus musculus GN=Dtnb PE=1 SV=1;>tr|G3UYN2|G3UYN2_MOUSE Dystrobrevin beta OS=Mus musculus GN=Dtnb PE=1 SV=1;>tr|G3UXH9|G3UXH9_MOUSE Dyst,14,1,1,1,11.1,11.1,11.1,1,-2,4606685.785,4624155.536,4443898.429,4459192.627,4366816.244,1044484.416,916532.0402,714390,790599.6028,739124.3439
P01755,P01755,Ig heavy chain V region S43,,>sp|P01755|HVM11_MOUSE Ig heavy chain V region S43 OS=Mus musculus PE=1 SV=1,1,2,1,1,10.2,5.1,5.1,0.01373,1.7555,846999.1315,889050.2613,886631.3241,870720.0386,860008.4164,699625.1475,693646.8481,670070,611485.3139,744310.1801
P50516;P50516-2;D3YWH3;D3Z1B9,P50516;P50516-2,V-type proton ATPase catalytic subunit A,Atp6v1a,>sp|P50516|VATA_MOUSE V-type proton ATPase catalytic subunit A OS=Mus musculus GN=Atp6v1a PE=1 SV=2;>sp|P50516-2|VATA_MOUSE Isoform 2 of V-type proton ATPase catalytic subunit A OS=Mus musculus GN=Atp6v1a,4,4,4,4,5.2,5.2,5.2,0,7.2884,1414189.431,1410482.201,1405386.582,1342205.413,1424095.898,804668.3757,786043.0359,761720,783924.5361,744664.4308
P49722,P49722,Proteasome subunit alpha type-2,Psma2,>sp|P49722|PSA2_MOUSE Proteasome subunit alpha type-2 OS=Mus musculus GN=Psma2 PE=1 SV=3,1,3,3,3,11.5,11.5,11.5,0,5.6207,1011451.503,1005322.289,1000531.533,1008664.461,963788.4295,661627.0541,704443.9515,685480,676599.3056,751936.4099
D3Z315;O89079;E9Q6I5;F6YFR7,D3Z315;O89079;E9Q6I5,Coatomer subunit epsilon,Cope,>tr|D3Z315|D3Z315_MOUSE Coatomer subunit epsilon (Fragment) OS=Mus musculus GN=Cope PE=1 SV=1;>sp|O89079|COPE_MOUSE Coatomer subunit epsilon OS=Mus musculus GN=Cope PE=1 SV=3;>tr|E9Q6I5|E9Q6I5_MOUSE Coatomer subunit epsilon OS=Mus musculus GN=Cope PE=1 SV=,4,4,4,4,25.6,25.6,25.6,0,30.986,1110968.537,1090907.054,1160485.701,1121061.328,1159327.848,932040.4811,832022.6051,815930,837688.775,752861.3977
B1ARA3;Q4FZH2;P61255;B1ARA5,B1ARA3;Q4FZH2;P61255;B1ARA5,60S ribosomal protein L26,Rpl26,>tr|B1ARA3|B1ARA3_MOUSE 60S ribosomal protein L26 (Fragment) OS=Mus musculus GN=Rpl26 PE=1 SV=1;>tr|Q4FZH2|Q4FZH2_MOUSE 60S ribosomal protein L26 OS=Mus musculus GN=Rpl26 PE=1 SV=1;>sp|P61255|RL26_MOUSE 60S ribosomal protein L26 OS=Mus musculus GN=Rpl26 PE,4,3,3,3,24.3,24.3,24.3,0,5.5605,1251251.585,1232961.414,1264693.588,1200858.774,1182928.518,826987.5022,824503.3712,779390,805693.3833,754711.3735
Q564E8;Q9D8E6,Q564E8;Q9D8E6,60S ribosomal protein L4,Rpl4,>tr|Q564E8|Q564E8_MOUSE 60S ribosomal protein L4 OS=Mus musculus GN=Rpl4 PE=1 SV=1;>sp|Q9D8E6|RL4_MOUSE 60S ribosomal protein L4 OS=Mus musculus GN=Rpl4 PE=1 SV=3,2,6,6,6,13.6,13.6,13.6,0,30.317,1505881.409,1443684.814,1474097.114,1454787.856,1410187.236,799198.2884,875151.4212,805110,778757.7778,762337.6032
A0A0G2JGZ3;A0A0G2JE32;Q4QQL2;Q3UT95;A0A0G2JGL0;P62838;P61079,A0A0G2JGZ3;A0A0G2JE32;Q4QQL2;Q3UT95;A0A0G2JGL0;P62838;P61079,Ubiquitin-conjugating enzyme E2 D2;Ubiquitin-conjugating enzyme E2 D3,Ube2d3;Ube2d2a;Ube2d2,>tr|A0A0G2JGZ3|A0A0G2JGZ3_MOUSE Ubiquitin-conjugating enzyme E2 D3 (Fragment) OS=Mus musculus GN=Ube2d3 PE=1 SV=1;>tr|A0A0G2JE32|A0A0G2JE32_MOUSE Ubiquitin-conjugating enzyme E2 D3 (Fragment) OS=Mus musculus GN=Ube2d3 PE=1 SV=1;>tr|Q4QQL2|Q4QQL2_MOUSE MCG2,7,1,1,1,8.2,8.2,8.2,0.0061958,2.081,1283750.807,1302070.64,1283213.947,1241066.79,1240577.088,817412.4117,839303.4485,742220,805137.1278,767503.7588
H3BJ04;O35664-2;O35664-3;O35664;H3BKB3;F7BJH9;F6XX07,H3BJ04;O35664-2;O35664-3;O35664;H3BKB3;F7BJH9;F6XX07,Interferon alpha/beta receptor 2,Ifnar2;Gm21970,>tr|H3BJ04|H3BJ04_MOUSE Interferon alpha/beta receptor 2 (Fragment) OS=Mus musculus GN=Ifnar2 PE=4 SV=7;>sp|O35664-2|INAR2_MOUSE Isoform 2 of Interferon alpha/beta receptor 2 OS=Mus musculus GN=Ifnar2;>sp|O35664-3|INAR2_MOUSE Isoform 3 of Interferon alpha/,7,2,2,2,18.6,18.6,18.6,0,4.9842,327125.1749,361317.371,341348.7384,347855.006,527163.4466,631868.2188,729087.5703,745550,744280.6306,770741.2163
Q3TXN1;Q8VDQ1-2;Q8VDQ1;D6RGL6,Q3TXN1;Q8VDQ1-2;Q8VDQ1,Prostaglandin reductase 2,Ptgr2,>tr|Q3TXN1|Q3TXN1_MOUSE Prostaglandin reductase 2 OS=Mus musculus GN=Ptgr2 PE=1 SV=1;>sp|Q8VDQ1-2|PTGR2_MOUSE Isoform 2 of Prostaglandin reductase 2 OS=Mus musculus GN=Ptgr2;>sp|Q8VDQ1|PTGR2_MOUSE Prostaglandin reductase 2 OS=Mus musculus GN=Ptgr2 PE=1 SV=,4,4,4,4,12.1,12.1,12.1,0,14.84,1483731.454,1477893.566,1485888.41,1468273.006,1485646.445,889011.0774,906142.1873,919170,817738.4556,771370.9953
Q9Z0S1;D3Z5X0;D3Z0E6,Q9Z0S1;D3Z5X0;D3Z0E6,"3(2),5-bisphosphate nucleotidase 1",Bpnt1,">sp|Q9Z0S1|BPNT1_MOUSE 3(2),5-bisphosphate nucleotidase 1 OS=Mus musculus GN=Bpnt1 PE=1 SV=2;>tr|D3Z5X0|D3Z5X0_MOUSE 3(2),5-bisphosphate nucleotidase 1 (Fragment) OS=Mus musculus GN=Bpnt1 PE=1 SV=1;>tr|D3Z0E6|D3Z0E6_MOUSE 3(2),5-bisphosphate nucle",3,2,2,2,6.2,6.2,6.2,0,10.141,833494.6006,813967.0803,820143.235,816655.7224,828729.6617,785371.9357,768114.0831,774320,740932.4,778357.6057
P12023-3;P12023;P12023-2,P12023-3;P12023,Amyloid beta A4 protein;N-APP;Soluble APP-alpha;Soluble APP-beta;C99;Beta-amyloid protein 42;Beta-amyloid protein 40;C83;P3(42);P3(40);C80;Gamma-secretase C-terminal fragment 59;Gamma-secretase C-terminal fragment 57;Gamma-secretase C-terminal fragment 50;C31,App,>sp|P12023-3|A4_MOUSE Isoform APP751 of Amyloid beta A4 protein OS=Mus musculus GN=App;>sp|P12023|A4_MOUSE Amyloid beta A4 protein OS=Mus musculus GN=App PE=1 SV=3,3,5,5,5,7.5,7.5,7.5,0,18.955,481587.9803,471288.4487,498018.6294,461433.3708,471598.0291,726478.3036,760972.3007,785430,819343.0389,778367.446
P99027,P99027,60S acidic ribosomal protein P2,Rplp2,>sp|P99027|RLA2_MOUSE 60S acidic ribosomal protein P2 OS=Mus musculus GN=Rplp2 PE=1 SV=3,1,2,2,2,17.4,17.4,17.4,0,7.9047,2179214.797,2105221.718,2139101.475,2117787.101,2111410.345,1007139.613,883733.4795,747720,769333.525,779115.3085
Q9DCC4,Q9DCC4,Pyrroline-5-carboxylate reductase 3,Pycrl,>sp|Q9DCC4|P5CR3_MOUSE Pyrroline-5-carboxylate reductase 3 OS=Mus musculus GN=Pycrl PE=1 SV=2,1,1,1,1,2.6,2.6,2.6,0.031893,1.3213,529011.6018,548245.565,483967.8503,492647.1625,458809.6127,572409.0518,568660.6913,583760,598402.6111,783267.9136
A0A087WSQ7;A0A087WSG5;P51949,A0A087WSQ7;A0A087WSG5;P51949,CDK-activating kinase assembly factor MAT1,Mnat1,>tr|A0A087WSQ7|A0A087WSQ7_MOUSE CDK-activating kinase assembly factor MAT1 OS=Mus musculus GN=Mnat1 PE=1 SV=1;>tr|A0A087WSG5|A0A087WSG5_MOUSE CDK-activating kinase assembly factor MAT1 OS=Mus musculus GN=Mnat1 PE=1 SV=1;>sp|P51949|MAT1_MOUSE CDK-activating,3,1,1,1,7.5,7.5,7.5,0.013652,1.7276,273119.6723,769130.9765,253784.4806,590575.3305,284340.8727,774148.9935,724657.48,787050,796130.0667,785127.7297
Q3UQ44,Q3UQ44,Ras GTPase-activating-like protein IQGAP2,Iqgap2,>sp|Q3UQ44|IQGA2_MOUSE Ras GTPase-activating-like protein IQGAP2 OS=Mus musculus GN=Iqgap2 PE=1 SV=2,1,3,2,2,1.7,1.1,1.1,0,2.8877,236190.4596,289309.2048,229195.6172,254399.2065,246586.0941,558875.2171,536021.0575,731110,680214.9667,785245.8132
D6RIN4;Q9D0M5,D6RIN4;Q9D0M5,"Dynein light chain 2, cytoplasmic",Dynll2,">tr|D6RIN4|D6RIN4_MOUSE Dynein light chain 2, cytoplasmic OS=Mus musculus GN=Dynll2 PE=1 SV=1;>sp|Q9D0M5|DYL2_MOUSE Dynein light chain 2, cytoplasmic OS=Mus musculus GN=Dynll2 PE=1 SV=1",2,2,2,2,22.6,22.6,22.6,0.001355,2.4598,1000408.079,1004630.568,1010409.057,1015840.045,946984.7524,722919.3341,763862.7857,765930,765942.5056,785678.7863
Q3UUY6-2;Q3UUY6,Q3UUY6-2;Q3UUY6,Prominin-2,Prom2,>sp|Q3UUY6-2|PROM2_MOUSE Isoform 2 of Prominin-2 OS=Mus musculus GN=Prom2;>sp|Q3UUY6|PROM2_MOUSE Prominin-2 OS=Mus musculus GN=Prom2 PE=1 SV=1,2,5,5,5,5,5,5,0,7.0007,961409.0127,966145.7218,962317.8583,886865.1032,963662.5592,866711.4521,803852.7934,852630,893538.9722,790530.0524
Q5HZI6;P23591,Q5HZI6;P23591,GDP-L-fucose synthase,Tsta3,>tr|Q5HZI6|Q5HZI6_MOUSE GDP-L-fucose synthase OS=Mus musculus GN=Tsta3 PE=1 SV=1;>sp|P23591|FCL_MOUSE GDP-L-fucose synthase OS=Mus musculus GN=Tsta3 PE=1 SV=3,2,3,3,3,8.7,8.7,8.7,0,4.008,880634.2483,884899.9347,882371.6416,870905.614,793548.9296,737320.9723,777421.2458,753660,757823.3139,793777.3502
P47857;P47857-2;P47857-3,P47857;P47857-2;P47857-3,"ATP-dependent 6-phosphofructokinase, muscle type",Pfkm,">sp|P47857|PFKAM_MOUSE ATP-dependent 6-phosphofructokinase, muscle type OS=Mus musculus GN=Pfkm PE=1 SV=3;>sp|P47857-2|PFKAM_MOUSE Isoform 2 of ATP-dependent 6-phosphofructokinase, muscle type OS=Mus musculus GN=Pfkm;>sp|P47857-3|PFKAM_MOUSE Isoform 3 of A",3,4,4,2,4.4,4.4,2.1,0,7.1039,1371656.469,1412054.295,1361678.535,1394846.984,1363678.183,810713.7486,814908.1532,812250,815748.7722,796001.2572
Q14BR4;P61750;E9Q798;F6UFB9;E9Q2C2;D3YV25;Q3U0D7;P62331;Q6P3A9;P84084,Q14BR4;P61750;E9Q798;F6UFB9;E9Q2C2,ADP-ribosylation factor 4,Arf4,>tr|Q14BR4|Q14BR4_MOUSE ADP-ribosylation factor 4 OS=Mus musculus GN=Arf4 PE=1 SV=1;>sp|P61750|ARF4_MOUSE ADP-ribosylation factor 4 OS=Mus musculus GN=Arf4 PE=1 SV=2;>tr|E9Q798|E9Q798_MOUSE ADP-ribosylation factor 4 OS=Mus musculus GN=Arf4 PE=1 SV=1;>tr|F6,10,4,4,3,18.3,18.3,15,0,5.6031,2404374.453,2243377.286,2385051.844,2306084.331,2217959.503,1036001.393,923683.7555,808650,817610.0889,797054.1689
Q9D1D4-2;Q9D1D4,Q9D1D4-2;Q9D1D4,Transmembrane emp24 domain-containing protein 10,Tmed10,>sp|Q9D1D4-2|TMEDA_MOUSE Isoform 2 of Transmembrane emp24 domain-containing protein 10 OS=Mus musculus GN=Tmed10;>sp|Q9D1D4|TMEDA_MOUSE Transmembrane emp24 domain-containing protein 10 OS=Mus musculus GN=Tmed10 PE=1 SV=1,2,1,1,1,9.6,9.6,9.6,0.031697,1.305,604649.5961,571166.6868,612227.5104,613333.0672,594422.2095,571941.0229,662656.082,729260,684889.6528,798520.3731
Q6P4U0,Q6P4U0,Thrombospondin type-1 domain-containing protein 7B,Thsd7b,>sp|Q6P4U0|THS7B_MOUSE Thrombospondin type-1 domain-containing protein 7B OS=Mus musculus GN=Thsd7b PE=2 SV=1,1,1,1,1,0.9,0.9,0.9,1,-2,19379.63294,20319.62165,18656.17506,31461.2256,27199.30021,661081.0204,670224.9807,744240,749853.8833,798599.0954
Q3UCH0;P47911;E9PUX4,Q3UCH0;P47911;E9PUX4,60S ribosomal protein L6,Rpl6;Gm5428,>tr|Q3UCH0|Q3UCH0_MOUSE 60S ribosomal protein L6 OS=Mus musculus GN=Rpl6 PE=1 SV=1;>sp|P47911|RL6_MOUSE 60S ribosomal protein L6 OS=Mus musculus GN=Rpl6 PE=1 SV=3;>tr|E9PUX4|E9PUX4_MOUSE 60S ribosomal protein L6 OS=Mus musculus GN=Rpl6l PE=3 SV=1,3,5,5,5,14.9,14.9,14.9,0,12.873,1493891.405,1470536.169,1499655.21,1451138.206,1368020.706,765578.215,787632.3059,749470,779485.1889,798923.8252
A4FUS1;P14131,A4FUS1;P14131,40S ribosomal protein S16,Rps16,>tr|A4FUS1|A4FUS1_MOUSE 40S ribosomal protein S16 OS=Mus musculus GN=Rps16 PE=1 SV=1;>sp|P14131|RS16_MOUSE 40S ribosomal protein S16 OS=Mus musculus GN=Rps16 PE=1 SV=4,2,5,5,5,26.7,26.7,26.7,0,9.4368,1352472.462,1306032.315,1366802.501,1332308.056,1319686.534,816310.5937,787274.7201,839140,820476.9444,811115.9525
P63168;Q80ZS7,P63168;Q80ZS7,"Dynein light chain 1, cytoplasmic",Dynll1;BC048507,">sp|P63168|DYL1_MOUSE Dynein light chain 1, cytoplasmic OS=Mus musculus GN=Dynll1 PE=1 SV=1;>tr|Q80ZS7|Q80ZS7_MOUSE MCG49550 OS=Mus musculus GN=BC048507 PE=1 SV=1",2,2,2,2,13.5,13.5,13.5,0,3.5525,376183.2233,370114.8057,370049.1215,370996.2654,355111.4153,650267.6035,718975.8396,756250,783806.8667,811253.7166
P40240,P40240,CD9 antigen,Cd9,>sp|P40240|CD9_MOUSE CD9 antigen OS=Mus musculus GN=Cd9 PE=1 SV=2,1,1,1,1,4,4,4,0.0013966,2.6003,1492250.668,1478711.055,1460885.925,1470932.921,1401250.449,828138.0732,824056.389,808810,791947.4528,813084.0118
Q544K3;P12804,Q544K3;P12804,Fibroleukin,Fgl2,>tr|Q544K3|Q544K3_MOUSE Fibrinogen-like protein OS=Mus musculus GN=Fgl2 PE=1 SV=1;>sp|P12804|FGL2_MOUSE Fibroleukin OS=Mus musculus GN=Fgl2 PE=1 SV=1,2,2,2,2,5.1,5.1,5.1,0,7.7077,258630.6989,234361.3961,262174.2033,252425.9208,280111.6326,740694.6803,807597.511,835110,860816.1694,813418.5818
Q545N7;P30275;Q6P8J7;A2ARP5;B0R0F0;Q60737,Q545N7;P30275;Q6P8J7;A2ARP5,"Creatine kinase U-type, mitochondrial;Creatine kinase S-type, mitochondrial",Ckmt1;Ckmt2,">tr|Q545N7|Q545N7_MOUSE Creatine kinase U-type, mitochondrial OS=Mus musculus GN=Ckmt1 PE=1 SV=1;>sp|P30275|KCRU_MOUSE Creatine kinase U-type, mitochondrial OS=Mus musculus GN=Ckmt1 PE=1 SV=1;>sp|Q6P8J7|KCRS_MOUSE Creatine kinase S-type, mitochondrial OS=M",6,6,4,3,12,9.1,7.7,0,7.5756,1022242.507,1023747.224,1013866.191,1029448.912,1115776.745,824072.0724,789459.9665,786720,819300.25,814294.3682
A0A0R4J0Z1;P08003,A0A0R4J0Z1;P08003,Protein disulfide-isomerase A4,Pdia4,>tr|A0A0R4J0Z1|A0A0R4J0Z1_MOUSE Protein disulfide-isomerase A4 OS=Mus musculus GN=Pdia4 PE=1 SV=1;>sp|P08003|PDIA4_MOUSE Protein disulfide-isomerase A4 OS=Mus musculus GN=Pdia4 PE=1 SV=3,2,6,6,6,9.2,9.2,9.2,0,18.377,1527147.89,1673524.869,1511323.036,1525492.105,1452353.767,855556.7641,874197.8592,821260,837934.8111,816164.0245
